product_id,title,description,category,color,image_path
B07B4MRPVT,"Amazon Brand – Stone & Beam Brandeberry Leather Loveseat, 58""W, Driftwood","Complete your interior design with this elegant loveseat. With its rich driftwood-colored leather, this loveseat is an ideal match for traditional, farmhouse, or vintage home decor. The sturdy wood frame and reversible cushions add durability and extend the life of this beautiful piece. Overall: 58""W x 43""D x 39""H; seat height: 21""H; seat depth: 22""D; seat back height: 37""H; arm height: 27""H; leg height: 5.25""H Sturdy wood frame with rich top-grain leather upholstery Rich leather enhances tasteful traditional style Sturdy frame; reversible cushions for durability; front-leg casters make it easy to move Assemble in 15 minutes or less Free returns for 30 days. 3-year warranty. This item is made to order just for you.",sofa,Driftwood,data/raw/images/61sZds3e+mL.jpg
B07NYSHH9W,"Ravenna Home Classic Plank-Top End Table, 18""W, Espresso Wood","18"" W X 24"" D X 24"" H Solid wood Classic planked top adds to the traditional design. 1 drawer Assemble in 15-30 minutes Wipe clean with soft, dry cloth.",table,Espresso,data/raw/images/71mXgpol50L.jpg
B07TZRKLXL,"Amazon Brand – Rivet Malida Mid-Century Modern Open Back Kitchen Dining Room Accent Chair, 33""H, Chalk","Dimensions: 22.8""W x 22.1""D x 33.1""H | Seat Height is 18.5"" A cut-out back and tapered legs give this accent chair a classic mid-century modern design. Plenty of padding makes it sturdy and comfortable to use in the dining room or anywhere else extra seating is needed. Fabric is 100% polyester. Hardwood legs with espresso finish. Foam padding and elastic suspension system keep back and seat firm and springy No assembly required. Wipe with soft dry cloth. Free returns for 30 days. 1-year warranty.",chair,Chalk,data/raw/images/81pPEz1hmXL.jpg
B01DJH73Y6,"Office Hippo Heavy Duty 3 Drawer Desk High Pedestal, Pre-Assembled, Wood, Beech, 60 cm Deep","Office storage unit with a beech finish, certified for contract and domestic use; unlike many others on the market the pedestal is delivered ready built with only the feet and elegant silver handles requiring fitting Features two drawers for general storage and one filing drawer for A4 or foolscap filing; wooden drawer inners, a steel bar for hanging files, a heat and stain resistant finish and protective edge banding all add to the durability of this pedestal Fully lockable and features an anti-tilt mechanism which ensures the cabinet does not tip when the bottom drawer is extended 5 year guarantee Total dimensions (W x D x H): 40.4 x 60 x 73 cm",desk,Beech,data/raw/images/810GJYaHZAL.jpg
B07BW8Q18T,"Amazon Brand – Rivet Edgewest Low Back Modern Right L-Sectional, 116""W, Rouge Red","Features such as track arms, box-edge framing and metal legs make this collection look sharp in modern or industrial settings. Back and seat cushions are reversible, and the pieces can be configured in many ways to accommodate family and friends. 116""W x 79""D x 32""H; Seat Height: 19""H ; Seat Depth: 23""D; Seat Back Height: 25""H; Arm Height: 25""H; Leg Height: 5.25""H Polyester fabric on hardwood pine frame; metal legs with bronze finish Easy assembly in less than 15 minutes; just screw in legs Free returns for 30 days. 1-year warranty.",sofa,Rouge Red,data/raw/images/71a97kM-InL.jpg
B082QC7YKR,"Amazon Brand – Rivet Theresa Modern Upholstered Accent Chair, 30""W, Berry","A great fit for a fireside evening or just to lounge around in, this modern upholstered chair is the perfect addition to any room in your home. The slightly curved armrests add a touch of class, and the reversible seat cushion allows for longer wear. This item is made to order just for you. 30""W x 31""D x 33""H; seat height: 20""H; seat depth: 21""D; seat back height: 13""H; arm height: 24""H; leg height: 12""H This chair has a sturdy wood frame and legs. Foam seat cushions provide lasting support and comfort. Upholstery is 100% polyester. No assembly required; removable and reversible seat cushion ensures durability and comfort. Vacuum or wipe with a dry cloth. Spot clean if needed. Free returns for 30 days. 1-year warranty.",chair,Berry,data/raw/images/71jnPUkMWXL.jpg
B07Q2PGH2P,"Amazonbasics Swivel Foam Lounge Chair - with Headrest, Adjustable, Grey","Adjustable, swiveling floor lounge chair with metal frame for gaming, reading, watching movies, and more Memory foam construction provides ultimate comfort and support Multiple adjustable positions; sized for small adults, kids, or teenagers Folds down for easy storage Comes full assembled Compact size for single adult, teenager, or child (5+ years old)",chair,Grey,data/raw/images/A1cczIB-pOL.jpg
B07B4MGRBP,"Amazon Brand – Stone & Beam Jameson Farmhouse Leather Recliner, 36""W, Saddle Brown","Gold-finished nailhead trim takes this recliner up a notch in style. Classic rolled arms and leather upholstery bring rustic sophistication to traditional or modern farmhouse-style rooms. The leather's natural markings make each chair distinctive. 36""W x 37""D x 39""H; Seat Height: 21""H ; Seat Depth: 23""D; Seat Back Height: 39""H; Arm Height: 25.25""H; Front legs: 4.25""H; Back legs: 3.125""H Top-grain leather upholstery on hardwood pine frame Classic roll arms and rustic nailhead trim combine for ideal modern farmhouse style Push-back reclining mechanism No assembly required Free returns for 30 days. 3-year warranty.",chair,Saddle Brown,data/raw/images/91hGn7VKhNL.jpg
B001BQ3QSA,Pinzon Griffen Hardwood Console Table,"Muebles Sitcom COS301:&nbsp;crea el equilibrio perfecto de la serie de funci&oacute;n y elegancia, esta mesa consola de Cosmo proporciona el toque perfecto a cualquier sala de estar. El dise&ntilde;o simple, elegante har&aacute; m&aacute;s que s&oacute;lo ocupar espacio en la habitaci&oacute;n. Esta mesa de centro tiene el espacio necesario para guardar lo que usted puede desear, as&iacute; como a&ntilde;adir que toque especial a la decoraci&oacute;n. No busque m&aacute;s porque estas elegantes piezas son la adici&oacute;n perfecta a su colecci&oacute;n. Caracter&iacute;sticas:&nbsp;&ndash;&nbsp;acabado Cosmo. - Fabricado con madera maciza de abedul con chapa de madera de fresno. - Pivotante de dos cajones ocultos. - Chapa de fresno con patr&oacute;n de incrustaciones en parte superior. - Carga hasta 45&nbsp;libras. - Requiere montaje. - Dimensiones totales: 30&quot; Alto x 47,75&quot; Ancho x 15&quot; Di&aacute;metro.",table,Kona,data/raw/images/518SHI6jRDS.jpg
B085FHGJT4,"Amazon Brand – Ravenna Home Contemporary Swivel Glider Recliner Chair, 33.9""W, Cream","33.9""W x 37.8""D x 37.8""H; seat height: 19.7""H; seat depth: 19.7""D Plywood frame with strong reclining mechanism, flat arms, and solid performance seat cushion and backrest cushion Recliner has a swivel glide that rotates 360 degrees. Assemble in 15 minutes or less Indoor use only; avoid moisture. Wipe clean with a soft, dry cloth. Free returns for 30 days. 1-year warranty.",chair,Cream,data/raw/images/818VKUITdwL.jpg
B075X4HZXK,"Amazon Brand – Stone & Beam Janelle Button Tufted Ottoman, 37""W, Smoke","Tufting, buttons and nailhead trim come together in this stylish ottoman. Tightly tufted upholstery and spindled wooden legs accent a piece that's useful as a seat for an extra guest, as well as a place for tired feet or a snack tray. This item is made to order just for you 37"" Diameter. 19""H. Fabric is 100% cotton; legs have dark walnut finish with metal nickel-finished casters. Smooth rolling casters. Ideal as extra seating, cocktail table, or foot stool. Assemble in 15 minutes or less. Vacuum or wipe with soft dry cloth. Free returns for 30 days. 3-year warranty.",ottoman,Smoke,data/raw/images/91Mljf921tL.jpg
B07BW8QSD3,"Amazon Brand – Stone & Beam Andover Modern Left U-Sectional Sofa, 134""W, Cream","Features such as track arms and box-edge lines bring stylish sophistication to modern or transitional rooms. With sturdy frames and reversible cushions, the pieces in this collection will withstand years of fun and cuddles with family and pets. 134""W x 96""D x 33""H; Seat Height: 21""H ; Seat Depth: 25""D; Seat Back Height: 28""H; Arm Height: 28""H; Leg Height: 4.25""H Stain-resistant polyester fabric on hardwood pine frame Easy assembly in less than 15 minutes; just screw in legs Free returns for 30 days. 1-year warranty.",sofa,Cream,data/raw/images/71lEmwM0jhL.jpg
B075YN3HN9,"Amazon Brand – Rivet Ray Mid-Century Modern Kitchen Dining Room Chairs, Set of 2, 34.3""H, Charcoal Faux Leather","These faux leather dining chairs feature quilted diamond stitching for an eye-catching style twist. Lightly padded for comfort, they are easily moved around to multi-task at your dining room or kitchen table, as extra seating in the living room, or at a desk. 17.7""W x 20.9""D x 34.3""H.  Seat height is 19.1"" Vintage dark grey synthetic leather on wood frame; sleek industrial metal legs with black finish A multi-tasking chair easily moved from room to room; durable coating on legs. Assemble in 10 minutes or less. Wipe with soft dry cloth. Free returns for 30 days. 1-year warranty.",chair,Charcoal,data/raw/images/81Rub8QQCvL.jpg
B07DBD9W9X,"Amazon Brand – Ravenna Home Randall Rolled Arm Sofa, 83""W, Cream","This item is made to order just for you Sturdy hardwood frame with 100% polyester upholstery and wood legs Clean lines add a modern update to the traditional rolled arms and turned wooden legs Removable and reversible cushions add durability and keep it looking fresh Free returns for 30 days. 1-year warranty. 39""L x 83""W x 35""H",sofa,Cream,data/raw/images/91qecDT2VoL.jpg
B085FJR497,"Ravenna Home Viewridge Upholstered Rocking Recliner Chair, 42""W, Grey","Overall: 38""W x 42""D x 44""H; seat height 21""; seat depth 22"" Kiln-dried hardwood frame, mortise & tenson joints and heat-tempered steel seat and back springs add stability, support and resist sag. Fiber-wrapped foam cushions are upholstered in performance fabric. Steel rocker base provides multiple pitch options and the wooden cam system with high tension springs provides an even, smooth, quieter rock. Assemble in 15 minutes or less Clean with a soft dry cloth, or dry cleaning solvent as needed. Do not saturate. Do not use water. Free returns for 30 days. 1-year warranty. Reclining mechanisms are designed to reduce noise and provide a smooth reclining function. The mechanisms are mounted to the frame with (4) 2"" bolts and locking t-nuts.",chair,Grey,data/raw/images/81s-k+lexrL.jpg
B074YR4LR1,"AmazonBasics Extra Large Padded Folding Outdoor Camping Chair with Bag - 38 x 24 x 36 Inches, Black","Padded camping chair (XL) with fully cushioned seat and back for comfort; sleek black color Built-in beverage-cooler pouch (hangs from armrest) for up to 4 12-ounce cans Integrated cup holder for holding an open beverage; storage pocket for magazines and personal items Heavy-duty steel frame provides reliable strength; collapsible, folding design; compact; folds up to fit inside most car trunks Carry bag included for easy transport and storage; backed by an AmazonBasics limited 1-year warranty",chair,Black,data/raw/images/91k6TAPTSJL.jpg
B07QJ23K4C,"Amazon Brand – Stone & Beam Aikins Modern King Footboard and Side Rails, 84""W, Glazed Mocha","A beautiful way to complete the look of your king-size bed, this glazed-mocha side-rails-and-footboard set works perfectly with the Aikins modern king headboard. 84""W x 83""D x 12""H Glazed mocha finish, oak veneers, select solids, champagne hardware The casual contemporary style of this collection makes it the perfect addition or update to your bedroom. Platform support system means no box spring needed. Assemble in 15-30 minutes Free returns for 30 days. 3-year warranty. Wipe clean with a soft, dry cloth. Includes footboard and side rails only. Headboard sold separately.",headboard,Wood,data/raw/images/7184WsUNn3L.jpg
B000WCSBSO,Strathwood Scrolled Cast Iron Garden Bench with Hardwood Slats,"Handsome and sturdy bench for outdoors or indoors Made of iron with oak hardwood slats; black powder coat over bronze metal Seat back has intricate scroll design that provides a smooth, even surface Some minor, easy assembly is required on arrival Measures 49-1/2 inches wide by 31-3/4 inches tall by 23-1/2 inches deep",bench,,data/raw/images/812GqHKovFS.jpg
B07B78G1D1,"Amazon Brand – Stone & Beam Amber Metal Buffet Table Kitchen Storage Rack, 47.5""W, White, Carrera Marble, Black Metal","You'll get handsome design along with functionality in this baker's rack. The shelves on the top and bottom can be removed to accommodate taller items, while the main shelf is a beautiful carrera marble that will add sophistication to your kitchen. 24""L x 47.5""W x 72""H Metal with black finish; marble A transitional piece that works with any décor Shelves can be removed to adapt to your storage needs Assembly in an hour or less Free return for 30 days. 3-year warranty.",cabinet,White,data/raw/images/813l2zYuJqL.jpg
B071J7Q32V,"Amazon Brand – Stone & Beam Kristin Round Arm Ottoman, 33""W, Stone","This ottoman's multi-functional style serves as a serving table, a footrest, or extra seating. 33""W x 24""D x 18.5""H Solid hardwood and laminate wood frame; polyester/nylon performance fabric Classic casual Classic style designed for heavy-duty use No assembly required Free returns for 30 days. 3-year warranty.",ottoman,Stone,data/raw/images/91Y5n78Yq6L.jpg
B073ZNVMT1,"Amazon Brand – Rivet Emerly Modern Living Room Chair, 41""W, Navy","Hardwood frame with sturdy mortise-and-tenon joints, performance fabric, metal legs Overall: 41""W x 35""D x 34""H; seat height: 19.5""H; seat depth: 28""D; seat back height: 27.5""H; arm height: 27.5""H; leg height: 6""H Wood, 100% polyester fabric, foam, metal Contemporary Reversible cushions double the lifespan of this piece Simple assembly. Just attach the legs. Free returns for 30 days. 1-year warranty.",chair,Navy,data/raw/images/81NNuN7v7RL.jpg
B075YMJ25F,"Amazon Brand – Rivet Florence Mid-Century Wide Open-Back Accent Dining Room Chairs, 18.8""W, Hunter Green, Set of 2","The unique shape of this Mid-century modern chair's open back give it a light, airy feel that works in a dining room, craft room, home office -- anywhere you need an extra seat. It's easy to move between rooms and up and down stairs. Hardwood upholstered with polyester fabric; black metal legs Ideal for any home needing furniture that multi-tasks. 2 chairs to a pack. Assembly in 15 minutes; attach base with 4 screws. Vaccuum, spot clean with damp cloth. Free returns for 30 days. 1-year warranty. 18.8""W x 22.8""D x 33.9""H. 18.7"" Seat height",chair,Hunter Green,data/raw/images/91-UVKNirRL.jpg
B07L1DPX3X,Amazon Brand - Solimo Tucana Engineered Wood Bedside Table with Drawer (Walnut Finish),"Product Dimensions: 36cm (W) x 40cm (L) x 55cm (H) Premium-quality engineered wood bedside table that has undergone more than 15 safety and quality tests Material: European Standard Particle Board Smooth edges for protection against scrapes and cuts Warm Walnut durance finish that gives it a charming look and makes it easy to clean Sturdy bedside table with a shelf load capacity of 8 kg Durable drawer that has been tested over 5,000 cycles Tested for resistance against humidity, stains and hot water Free from harmful carcinogens like lead, formaldehyde and pentachlorophenol (PCP) Comes with a 3-year warranty on manufacturing defects",table,Mahogany,data/raw/images/812bPRgnduL.jpg
B07B7BDFPT,"Amazon Brand – Rivet Eastern Modern Velvet Dining Kitchen Chairs, 32 Inch Height, Set of 2, Orange","Get your glam on with this chic modern dining chair set. Plush velvet cushions are paired with a geometric leg base that's finished in bronze for added luster. These eye-catching chairs will be right at home in a modern or industrial style room. 20""W x 23.6""D x 32.4""H; Seat Height: 18.8""H ; Seat Depth: 17.3""D; Seat Back Height: 13.7""H; Arm Height: 18.8""H Modern industrial with glamorous velvet Use as dining room chair or as extra chair in living room or bedroom No assembly required Free returns for 30 days. 1-year warranty. Velvet upholstery on metal base",chair,Orange,data/raw/images/81eEutgmteL.jpg
B07263589M,"Amazon Brand – Stone & Beam Bradbury Chesterfield Tufted Loveseat Sofa Couch, 78.7""W, Navy","An updated twist on a classic Chesterfield, this handsome tufted sofa is as comfortable as it is eye-catching. Its sturdy design and high performance upholstery will bring enduring style and durability to your home. Dimensions: 78.7''W x 39”D x 30.3”H Solid and engineered hardwoods; polyester/nylon fabric Timeless and functional Refreshed design of a classic; extra wide seating capacity Minimal assembly; just attach legs Free returns for 30 days. 3-year warranty.",sofa,Navy,data/raw/images/91L2YGHhXfL.jpg
B071FMSMH4,"Amazon Brand – Stone & Beam Lauren Down-Filled Oversized Living Room Accent Armchair with Hardwood Frame, 46""W, Slate","Dimensions: 46.1""W x 44.9""D x 37.4""H Get comfort you can literally sink into with this classically styled, overstuffed chair. A clean and simple silhouette with track arms in a durable performance fabric, it's the perfect addition for your cozy corner. Solid hardwood frame with moisture repellent, stain resistant fabric Timeless casual Exceptional comfort with high performance fabric for heavy wear. No assembly required Free returns for 30 days. 3-year warranty.",chair,Slate,data/raw/images/A1yVwjsLAQL.jpg
B07HZ5PF5S,"Amazon Brand – Stone & Beam Calhoun Sofa Couch, 91""W, Ecru","Overall: 91""W x 41""D x 36""H; seat height: 20.5""H; seat depth: 27""D; seat back height: 31""H; arm height: 24""H; leg height: 1.75""H Solid-wood frame with mortise-and-tenon construction and 8-guage sinuous spring support system, fully padded and upholstered with performance fabric A classic design updated to suit contemporary tastes, perfect for transitional-style home decor Loose back and seat cushions are removable and reversible to ensure durability and comfort. No assembly required Free returns for 30 days. 3-year warranty. This item is made to order just for you.",sofa,Handloom Ecru,data/raw/images/81y8Me0O2pL.jpg
B0853KXQX1,"Amazon Brand – Rivet Eli Modern Curved-Back Dining Chair, Set of 2, 19.3""W, Graphite","Powerful in its simplicity, each chair is fully upholstered with a curved, supportive back and sturdy wood legs. Soft, rounded edges give these chairs a sculptural quality that makes them a charming addition to any room. 19.3""W x 23.2""D x 33.1""H; seat height: 18.9""H; seat depth: 16.9""D; seat back height: 17.7""H; leg height: 15.4""H Solid wood frame with 100% polyester fabric The solid wood frame is well cushioned and fully upholstered. Set of 2 lovely mid-Century inspired chairs are both comfortable and durable. No assembly required Avoid moisture; wipe clean with a soft, dry cloth. Free returns for 30 days. 1-year warranty",chair,Graphite,data/raw/images/81V3-wVwmYL.jpg
B075X4QFGY,"Amazon Brand – Stone & Beam Cameron Classic Ottoman, 31""W, Moondust","This classic ottoman provides elegant style along with a place to rest tired feet or a tray of snacks. Turned wood spindle legs, smooth fabric and rounded edges are finished off with metal casters, making it easy to move from room to room. This item is made to order just for you 31""W x 26""D x 18""H Smooth polyester fabric; wood legs with dark walnut finish and metal casters. A handsome piece that functions as a foot rest or place for a snack tray Free returns for 30 days. 3-year warranty. Assemble in 15 minutes or less. Vacuum or wipe with a soft, dry cloth.",ottoman,Moondust,data/raw/images/91VdqGzrO+L.jpg
B085FJPW9M,"Ravenna Home Breckenridge Upholstered Rocking Recliner Chair with Swivel, 37""W, Beige","Overall: 31""W x 37""D x 40""H. Seat height 20""; seat depth 21"" Kiln-dried hardwood frame, mortise & tenson joints and heat-tempered steel seat and back springs add stability, support and resist sag. Fiber-wrapped foam cushions are upholstered in performance fabric. Steel rocker base provides multiple pitch options and the wooden cam system with high tension springs provides an even, smooth, quieter rock. Assemble in 15 minutes or less Clean with a soft dry cloth, or water-based shampoo or foam upholstery cleaner as needed. Do not overwet. Free returns for 30 days. 1-year warranty. Reclining mechanisms are designed to reduce noise and provide a smooth reclining function. The mechanisms are mounted to the frame with (4) 2"" bolts and locking t-nuts.",chair,Beige,data/raw/images/91gOtXP0-kL.jpg
B07Q2P8D81,"AmazonBasics Classic Storage Cabinet/Armoire - 32-Inch, Black","32 inch double door storage cabinet for clothing, linens, supplies, and more Use in the bedroom, living room, workshop, laundry room, or anywhere storage is needed Stylish, clean look that fits in easily with existing home decor Constructed with durable laminated composite wood with MDF backing, 6-way hinges, and brushed metal hardware Includes 2 adjustable shelves and 1 fixed shelf for a wide variety of storage needs Comes ready to assemble with instructions and necessary hardware",cabinet,Black,data/raw/images/41xMPvfeLvL.jpg
B07JY2XNG6,"Amazon Brand – Stone & Beam Pinebrook Traditional Recliner, Leather, 39""W, Charcoal","Kick back and relax in this simple and stylish recliner. The sturdy wood frame and top-grain leather upholstery make this a durable addition to your living room, and the push-back reclining mechanism makes relaxation easy. Sturdy wood frame with rich top-grain leather upholstery Push-back reclining mechanism No assembly required Free returns for 30 days. 3-year warranty. This item is made to order just for you Overall: 39""W x 36""D x 41""H; seat height: 21""H; seat depth: 23""D; seat back height: 41""H; arm height: 22""H; leg height: 4.5""H",chair,Charcoal,data/raw/images/81LcH0wjsGL.jpg
B07K28SRQX,"Trixie Linen Swatch, Stone & Beam",Country of Origin: China No assembly required Color: Trixie Linen,chair,Trixie Linen,data/raw/images/A1nZv8PL0TL.jpg
B071FJR479,"Amazon Brand – Rivet West, Mid-Century, Oak Distinct Grain, 6-Drawer Dresser, 60""W, Dark Oak Finish","Add the perfect touch of originality to your bedroom with this mid-century dresser. The brass pulls and concealed glides under the six drawers provide a clean style. Veneer made from hand-selected quarter-sawn oak adds a distinctive grain. 60""W x 19""D x 35""H Solid hardwoods with finish of wire-brushed matte dark oak Modern and simple yet distinctive design No assembly needed. Wipe with soft dry cloth. Free returns for 30 days. 1-year warranty. Drawers are suspended on easy opening, concealed, self-closing extension guides",dresser,Brown,data/raw/images/915QNGcI0GL.jpg
B0010SMZF4,"Strathwood St. Croix Chaise Lounge Cushion, Winsten Domino",Cushion with high-performance fabric fits Strathwood St. Croix Chaise Lounge Spun polyester cover; 100-percent layered polyester fiber fill Resists fading in sunlight; treated to resist mold and mildew Cushion attaches to seat with Velcro straps; fabric same on both sides Measures 78 inches long by 23 inches wide by 4-1/2 inches thick,chair,Winsten Domino,data/raw/images/91LIeA9lIyS.jpg
B07B4N11J2,"Amazon Brand – Stone & Beam Andover Modern Right Chaise Sofa Sectional, 126""W, Grey Linen","Features such as track arms and box-edge lines bring stylish sophistication to modern or transitional rooms. With sturdy frames and reversible cushions, these pieces are ready to withstand years of fun and cuddles with friends, family and pets. 126""W x 61""D x 33""H; Seat Height: 21""H ; Seat Depth: 25""D; Seat Back Height: 28""H; Arm Height: 28""H; Leg Height: 4.25""H Polyester fabric on hardwood pine frame Track arms and a streamlined shape are hallmarks of modern design Carefully crafted to ensure durability and years of use Easy assembly in less than 15 minutes; just screw in legs Free returns for 30 days. 1-year warranty.",sofa,Grey Linen,data/raw/images/81ui-6poP5L.jpg
B085GX3LQV,"Amazon Brand - Stone & Beam Primrose Upholstered Rocking Recliner Chair, 33""W, Mocha Brown","The classic mocha-brown upholstery comes in a plush but durable fabric and features slight ribbing that provides just a touch of texture to your decor. The sloping lines of this piece create a shape you can easily relax into, and the mechanisms allow you to recline or rock with ease. 33""W x 42""D x 42""H; seat height: 21""H; seat back height: 42""H; seat depth: 22""D; arm height: 26""H Kiln-dried hardwood, engineered wood, and high-density oriented strand board frame. Steel seat and back springs. High-resilience memory foam cushions. A sturdy wood frame under plush cushions provides a solid base for this chair’s classic shape, creating a winning combination of design and comfort. Assemble in 15 minutes or less Clean only with dry cleaning solvent. Do not saturate. Do not use water. Free returns for 30 days. 3-year warranty",chair,Brown,data/raw/images/81E-bgFXpWL.jpg
B07B4YZWSR,"Amazon Brand – Stone & Beam Industry French Metal King Bed with Headboard, 79.5""W, Black","85""L x 79.5""W x 56""H Sturdy steel construction Assemble in 30 minutes-1 hour with two people Free returns for 30 days. 3-year warranty Create a romantic retreat with this French country-inspired king bed. This metal bed frame with brushed black pewter finish features a unique scroll design. Add fluffy, cozy bedding and pillows to create an inviting focal point in your room.",bed,Black,data/raw/images/81ruA2WzAmL.jpg
B07JGMW8DG,"Amazon Brand - Movian Fils 2-Door Wardrobe, 86 x 198cm, White/Light Brown Oak-Effect","Dimensions: 86 x 198 x 60 cm Simple, functional and modern design Large, open main storage space Built-in bar and upper shelf for easy organisation Oak camargue, white gloss and white matt finish 2-year Product Warranty",cabinet,Oak Camargue With White Gloss and White Matt,data/raw/images/71XKGKkfhHL.jpg
B07RLM2JNX,Amazon Brand - Solimo Aquilla Engineered Wood Mini 3 Tier Bookcase (Wenge Finish),"Premium-quality engineered wood bookcase which has undergone more than 20 safety and quality tests Material: European Standard Particle Board Elegant finish that gives it a charming look and makes it easy to clean Large and sturdy shelf with ample loading capacity Tested for resistance against humidity, stains and hot water Free from harmful carcinogens like lead, formaldehyde and pentachlorophenol (PCP) Comes with a 3-year warranty on manufacturing defects Smooth edges for protection against accidental grazes and cuts",shelf,Brown,data/raw/images/71gCjn3cmhL.jpg
B000WSIZDE,Pinzon Java Side Table,"Sublimely simple, bi-level coffee table for contemporary living rooms Made from solid birch wood with rich java brown finish Bi-level table with beveled glass top and shelf Measures 50 by 17 by 32 inches  (LxWxH) No assembly required; made in China",table,Java,data/raw/images/41U2P0kQjuL.jpg
B075X43FDW,"Amazon Brand – Rivet Lawson Mid-Century Modern Angled Leather Loveseat Sofa Couch, 78""W, Charcoal","This item is made to order just for you Sturdy hardwood frame and legs with 92% polyester and 8% linen upholstery. Tight, padded back with two removable seat cushions make it functional and comfortable. Free returns for 30 days. 1-year warranty. You'll enjoy snuggling with family and friends, or by yourself, on this sophisticated sofa. A sleek back, angled arms, removable seat cushions and tapered legs give it urbane, mid-century influenced style. Available in leather and fabric upholstery. 78""W x 34""D x 34""H No assembly. Vacuum or wipe with a dry cloth. If needed, spot clean with a damp cloth.",sofa,Charcoal,data/raw/images/91GU7NjrTHL.jpg
B075QG3JVF,"Rivet Payton Mid-Century Modern Tufted King Bed with Headboard, 82"" W, Natural","This bed is as functional as it is elegant. Subtle tufting in the herringbone fabric gives the headboard and footboard distinctive style. Four drawers underneath provide the perfect place for hiding Christmas gifts or storing off-season clothing. 89.4""L x 82""W x 59.8""H 100% polyester fabric Mid-century modern-inspired design with subtle tufting Two drawers on each side are preassembled and easy to slide in Assemble in 30 minutes to 1 hour. Wipe with soft dry cloth. No box spring required; mattress sold seperately Free returns for 30 days. 1-year warranty.",bed,Natural Herringbone,data/raw/images/91xVUzCKLpL.jpg
B07HZ9K9PG,"Amazon Brand – Stone & Beam Calhoun Living Room Accent Chair, 42""W, Ecru","Overall: 42""W x 41""D x 36""H; seat height: 20.5""H; seat depth: 27""D; seat back height: 31""H; arm height: 24""H; leg height: 1.75""H Solid-wood frame with mortise-and-tenon construction and 8-guage sinuous spring support system, fully padded and upholstered with performance fabric A classic design updated to suit contemporary tastes, perfect for transitional-style home decor Loose back and seat cushions are removable and reversible to ensure durability and comfort. No assembly required Free returns for 30 days. 3-year warranty. This item is made to order just for you.",chair,Handloom Ecru,data/raw/images/91EOnicHlaL.jpg
B07DBDZ56D,"Amazon Brand – Ravenna Home Dunford Casual Rolled Arm Sofa, 76""W, Beige","Metal frame; polyester fabric A comfortable piece with generous padding that will cradle you during many movie nights A clean, simple design that will blend in any decor Less than 15 minutes assembly required Free returns for 30 days. 1-year warranty. 33""L x 76""W x 35.75""H",sofa,Beige,data/raw/images/91Br5DWhRgL.jpg
B07MSWQR39,"Amazon Brand – Ravenna Home Traditional Dining Chair, 36 Inch Height, Charcoal Grey","Overall: 26.0""W x 21.7""D x 36.0""H; seat height: 18.5""H; seat depth: 21""D; seat back height: 17.52""H; arm height: 24.40""H Dining chair framed in wood and manufactured wood; cushioned with high-density foam for comfort A clean-lined square back, elegant low-swoop arms, plush upholstery, and beautiful nailhead trim make this dining chair both convenient accent seating and a stunning decor accent. Brown-finished solid-wood legs balance the design and offer lasting durability. Soft, woven fabric upholstery is 100% polyester for easy cleaning and maintenance. Assemble in 15-30 minutes Use water-based cleaning agents or foam. Never use tap water. Use distilled water, as tap water contains minerals that may cause rings or fading.",chair,Charcoal Grey,data/raw/images/91nJaB4gKZL.jpg
B084W32W2S,"Amazon Brand – Stone & Beam Reinhart Classic Upholstered Dining Chair, 20.5""W, Set of 2, Marine Blue","This set of two classically styled armless upholstered dining chairs are perfect for a vintage-look dining room or upscale kitchen. The gently curved high backs of these marine-blue chairs suggest luxury as well as practicality, and the tapering legs are as supportive as they are lovely. 20.5""W x 26""D x 39""H; seat height: 18.9""H; seat depth: 18.1""D; seat back height: 22.5""H; leg height: 16.5""H The solid wood frame is upholstered in a polyester, rayon, linen blend fabric. The classic style of these chairs makes theme equally suited to modern or traditional decor. Classic high-back dining chair has a transitional look. No assembly required Avoid moisture. Wipe clean with a soft, dry cloth. Free returns for 30 days. 3-year warranty.",chair,Marine Blue,data/raw/images/81VpeEYexHL.jpg
B0761XFJDX,"Amazon Brand – Stone & Beam Janelle Button Tufted Leather Ottoman, 37""W, Driftwood","Tufting, buttons and nailhead trim come together in this stylish ottoman. Tightly tufted upholstery and spindled wooden legs accent a piece that's useful as a seat for an extra guest, as well as a place for tired feet or a snack tray. This item is made to order just for you 37"" Diameter. 19""H. 100% leather; legs have dark walnut finish with metal nickel-finished casters. Smooth rolling casters. Ideal as extra seating, cocktail table, or foot stool. Assemble in 15 minutes or less. Vacuum or wipe with soft dry cloth. Free returns for 30 days. 3-year warranty.",ottoman,Driftwood,data/raw/images/91irJOL7-4L.jpg
B086TGFT35,"AmazonBasics Solid Platform Bed - Rustic Finish - No Box Spring Needed - Strong Wood Slat Support, Queen","Queen platform bed with solid wood construction; 90% pine, 10% plywood (includes metal hardware) Mid-century modern meets sophisticated rustic design Durable wooden slats provide even support for mattress; noise-free construction elimiates squeaks Non-slip tape keeps mattress in place (mattress not included) Stress-free assembly with tools, hardware, and all components included Does not require a box spring; mattress sits directly on slats",bed,Rustic Teak,data/raw/images/81ANj1VFksL.jpg
